"","ID","OutcomeType","AnimalType","HasName","AgeinDays","IsMix","SimpleColor","IsNeutered","Gender"
"541","A714509","Adoption","Cat",0,"Less than a year",1,16,1,"M"
"545","A668708","Adoption","Cat",1,"Over 3 years",1,5,1,"M"
"546","A703243","Transfer","Cat",0,"Less than a year",1,3,1,"F"
"547","A706454","Return_to_owner","Cat",1,"Less than 3 years",1,27,1,"M"
"548","A668697","Return_to_owner","Dog",1,"Less than 3 years",1,26,1,"M"
"549","A717656","Adoption","Dog",0,"Less than 3 years",1,23,1,"F"
"550","A681176","Transfer","Cat",1,"Less than a year",1,5,0,"F"
"553","A717056","Return_to_owner","Cat",1,"Over 3 years",1,4,1,"M"
"554","A705794","Died","Cat",1,"Less than a year",1,21,0,"M"
"555","A695093","Adoption","Dog",1,"Over 3 years",0,5,1,"M"
"556","A707083","Transfer","Cat",1,"Less than a year",1,25,0,"F"
"557","A670540","Adoption","Dog",1,"Over 3 years",1,27,1,"F"
"558","A687554","Transfer","Cat",1,"Less than a year",1,5,1,"M"
"560","A709799","Transfer","Dog",0,"Less than a year",1,3,0,"F"
"561","A680245","Adoption","Cat",1,"Less than 3 years",1,3,1,"M"
"563","A666083","Euthanasia","Cat",0,"Less than a year",1,17,0,"M"
"565","A719849","Transfer","Dog",1,"Less than a year",1,3,1,"F"
"566","A683147","Adoption","Cat",1,"Less than a year",1,25,1,"F"
"567","A680380","Died","Cat",0,"Less than a year",1,5,0,"M"
"570","A693627","Return_to_owner","Dog",1,"Less than 2 years",0,5,1,"M"
"571","A717028","Return_to_owner","Dog",1,"Less than a year",1,10,0,"M"
"572","A561786","Return_to_owner","Dog",1,"Over 3 years",1,27,1,"F"
"573","A694394","Adoption","Dog",1,"Less than 2 years",1,6,1,"F"
"574","A705347","Adoption","Cat",1,"Less than a year",1,5,1,"F"
"576","A710692","Adoption","Dog",1,"Less than a year",1,23,1,"F"
"578","A718492","Adoption","Dog",1,"Less than a year",1,3,1,"M"
"579","A687303","Transfer","Cat",0,"Less than a year",1,13,1,"M"
"580","A689090","Adoption","Dog",1,"Less than a year",1,5,1,"M"
"581","A701193","Adoption","Cat",1,"Less than a year",1,3,1,"M"
"582","A701656","Transfer","Cat",0,"Less than a year",1,5,0,"M"
"583","A712861","Transfer","Cat",1,"Less than a year",1,3,1,"M"
"584","A693761","Adoption","Dog",1,"Less than 2 years",1,5,1,"M"
"585","A681539","Transfer","Cat",1,"Over 3 years",1,3,1,"M"
"586","A593726","Return_to_owner","Dog",1,"Less than 2 years",1,23,1,"F"
"587","A670643","Return_to_owner","Dog",1,"Less than 2 years",1,5,1,"M"
"591","A679058","Return_to_owner","Dog",1,"Over 3 years",1,3,1,"F"
"592","A693059","Adoption","Dog",1,"Less than a year",1,4,1,"M"
"593","A684998","Adoption","Cat",1,"Over 3 years",1,3,1,"M"
"594","A682578","Transfer","Dog",0,"Less than a year",1,3,0,"F"
"597","A701537","Adoption","Cat",1,"Less than 3 years",1,5,1,"F"
"598","A691647","Adoption","Cat",1,"Less than a year",1,5,1,"M"
"599","A720615","Return_to_owner","Dog",1,"Less than a year",1,3,1,"F"
"600","A666565","Adoption","Dog",1,"Less than a year",1,4,0,"F"
"601","A694848","Transfer","Dog",0,"Less than a year",1,3,0,"F"
"602","A673652","Transfer","Dog",1,"Less than 2 years",1,3,1,"M"
"604","A689729","Transfer","Cat",0,"Less than a year",1,3,0,"M"
"605","A667398","Transfer","Cat",0,"Less than a year",1,25,0,"F"
"606","A687252","Transfer","Dog",1,"Less than a year",1,13,1,"F"
"607","A695690","Return_to_owner","Cat",1,"Less than a year",1,4,1,"F"
"608","A717907","Adoption","Dog",0,"Less than a year",1,23,1,"M"
"609","A681932","Adoption","Cat",1,"Less than a year",1,25,1,"F"
"610","A664945","Euthanasia","Dog",0,"Over 3 years",0,27,0,"M"
"611","A657904","Adoption","Dog",1,"Less than 2 years",1,27,1,"F"
"612","A670155","Adoption","Dog",1,"Less than a year",1,23,1,"M"
"615","A688226","Adoption","Dog",0,"Less than a year",1,23,1,"F"
"617","A660604","Adoption","Cat",1,"Less than a year",1,9,1,"M"
"618","A683456","Transfer","Dog",1,"Less than 2 years",1,27,0,"F"
"619","A721025","Return_to_owner","Dog",1,"Over 3 years",1,12,1,"M"
"622","A683654","Euthanasia","Dog",0,"Less than a year",1,5,1,"M"
"625","A679384","Adoption","Dog",0,"Less than a year",1,8,1,"F"
"626","A705433","Euthanasia","Dog",0,"Less than a year",1,26,0,"M"
"627","A683392","Transfer","Dog",1,"Less than a year",1,5,1,"M"
"628","A683817","Transfer","Cat",1,"Less than a year",1,17,1,"M"
"629","A690588","Return_to_owner","Dog",1,"Less than a year",1,4,1,"M"
"630","A704672","Adoption","Dog",1,"Less than a year",1,3,1,"M"
"631","A701434","Transfer","Dog",0,"Less than a year",1,5,0,"F"
"632","A681972","Adoption","Cat",0,"Less than a year",1,16,1,"M"
"633","A702984","Transfer","Cat",0,"Less than a year",1,3,0,"M"
"636","A695687","Return_to_owner","Dog",1,"Less than 2 years",1,27,1,"M"
"637","A697554","Adoption","Dog",1,"Less than a year",1,5,1,"M"
"638","A694674","Adoption","Dog",1,"Less than a year",1,3,1,"F"
"639","A664593","Adoption","Dog",1,"Less than 2 years",1,5,1,"F"
"640","A719307","Adoption","Cat",1,"Less than a year",1,4,1,"M"
"642","A689744","Adoption","Dog",0,"Less than 3 years",1,3,1,"M"
"643","A676154","Transfer","Dog",1,"Less than a year",1,5,0,"M"
"644","A713410","Return_to_owner","Dog",1,"Less than 3 years",1,3,0,"F"
"645","A700056","Transfer","Dog",1,"Less than a year",1,5,1,"F"
"646","A689897","Adoption","Dog",1,"Less than 2 years",1,3,1,"F"
"647","A687423","Transfer","Dog",1,"Less than a year",1,4,0,"M"
"648","A694865","Transfer","Dog",1,"Less than a year",1,3,0,"F"
"649","A718299","Adoption","Dog",1,"Over 3 years",1,5,1,"F"
"653","A665445","Adoption","Dog",1,"Less than a year",1,5,1,"M"
"654","A687378","Adoption","Cat",1,"Less than a year",1,27,1,"F"
"655","A675416","Return_to_owner","Dog",1,"Less than a year",1,27,1,"F"
"657","A699613","Transfer","Cat",1,"Less than 3 years",1,27,1,"F"
"658","A688594","Adoption","Dog",0,"Less than a year",1,3,1,"F"
"660","A665579","Transfer","Cat",1,"Less than a year",1,3,1,"M"
"661","A678709","Adoption","Cat",1,"Less than a year",1,9,1,"M"
"662","A698216","Adoption","Cat",1,"Less than a year",1,16,1,"F"
"664","A711134","Return_to_owner","Dog",1,"Less than 2 years",1,5,1,"M"
"665","A719354","Adoption","Cat",1,"Less than a year",1,4,1,"F"
"666","A689347","Transfer","Cat",1,"Less than a year",1,17,0,"M"
"668","A691943","Adoption","Cat",1,"Less than a year",1,3,1,"M"
"669","A680552","Adoption","Cat",1,"Less than a year",1,3,0,"F"
"671","A694190","Euthanasia","Cat",1,"Over 3 years",1,17,1,"M"
"673","A713897","Transfer","Cat",0,"Less than a year",1,27,0,"F"
"674","A705521","Return_to_owner","Dog",1,"Less than a year",1,3,1,"M"
"675","A705654","Euthanasia","Cat",1,"Less than a year",1,17,0,"F"
"677","A683518","Transfer","Dog",0,"Over 3 years",1,5,0,"F"
"678","A680524","Transfer","Dog",1,"Over 3 years",1,23,1,"F"
"679","A717718","Adoption","Dog",1,"Less than a year",1,27,1,"F"
"680","A699353","Transfer","Dog",1,"Less than 2 years",1,18,1,"M"
"681","A654355","Euthanasia","Dog",1,"Less than a year",1,23,1,"M"
"682","A684013","Adoption","Cat",1,"Less than a year",1,24,1,"F"
"683","A712201","Transfer","Cat",0,"Less than a year",1,3,0,"F"
"684","A701831","Transfer","Cat",1,"Less than 2 years",1,4,0,"F"
"685","A707618","Adoption","Cat",1,"Less than a year",1,4,1,"M"
"686","A699602","Adoption","Cat",1,"Over 3 years",1,3,1,"M"
"687","A703191","Adoption","Cat",1,"Less than a year",1,17,1,"M"
"689","A709479","Adoption","Dog",1,"Over 3 years",1,26,1,"F"
"690","A694794","Adoption","Cat",1,"Less than a year",1,5,1,"F"
"691","A690725","Adoption","Cat",1,"Less than a year",1,27,1,"F"
"692","A676524","Adoption","Cat",1,"Less than a year",1,5,1,"F"
"693","A691032","Return_to_owner","Dog",1,"Less than 3 years",1,23,1,"F"
"694","A693693","Return_to_owner","Dog",1,"Less than 3 years",1,10,1,"M"
"696","A679552","Return_to_owner","Dog",1,"Less than a year",1,28,1,"M"
"697","A668484","Transfer","Dog",1,"Less than 2 years",1,3,1,"M"
"698","A689856","Adoption","Cat",0,"Less than a year",1,4,1,"M"
"699","A681407","Return_to_owner","Dog",1,"Less than 2 years",1,3,1,"M"
"700","A605352","Return_to_owner","Dog",1,"Over 3 years",1,23,1,"M"
"702","A718929","Transfer","Cat",1,"Over 3 years",1,4,1,"F"
"703","A708602","Adoption","Cat",1,"Less than a year",1,27,1,"M"
"704","A676191","Return_to_owner","Dog",1,"Less than a year",1,5,1,"M"
"705","A697174","Adoption","Dog",1,"Less than a year",1,27,1,"F"
"706","A665786","Euthanasia","Cat",1,"Over 3 years",1,4,1,"M"
"707","A522809","Return_to_owner","Dog",1,"Over 3 years",1,27,1,"M"
"709","A660950","Adoption","Cat",1,"Less than a year",1,5,1,"F"
"710","A708064","Adoption","Cat",1,"Less than a year",1,5,1,"M"
"712","A664213","Transfer","Cat",1,"Less than a year",1,4,0,"M"
"714","A704979","Transfer","Cat",0,"Less than a year",1,7,0,"F"
"715","A703922","Transfer","Cat",1,"Less than a year",1,5,1,"F"
"716","A686684","Transfer","Dog",1,"Over 3 years",1,27,1,"M"
"717","A449107","Return_to_owner","Dog",1,"Over 3 years",1,6,1,"F"
"718","A720432","Return_to_owner","Dog",1,"Over 3 years",1,3,1,"F"
"721","A677755","Adoption","Cat",1,"Over 3 years",1,5,1,"F"
"722","A720442","Return_to_owner","Dog",1,"Less than a year",1,27,1,"F"
"723","A705881","Euthanasia","Cat",0,"Less than 3 years",1,4,0,"M"
"725","A668477","Transfer","Cat",0,"Less than a year",1,17,0,"M"
"726","A708716","Transfer","Dog",1,"Less than a year",1,3,1,"M"
"727","A664347","Transfer","Cat",0,"Less than a year",1,4,0,"M"
"728","A717099","Adoption","Dog",1,"Less than a year",1,18,1,"M"
"729","A489376","Euthanasia","Dog",1,"Over 3 years",1,5,1,"M"
"730","A694544","Adoption","Dog",1,"Less than a year",1,26,1,"M"
"732","A689653","Adoption","Dog",1,"Less than 2 years",1,5,1,"M"
"733","A712959","Transfer","Dog",1,"Over 3 years",1,18,0,"F"
"734","A654616","Return_to_owner","Cat",1,"Less than a year",1,17,1,"M"
"735","A644525","Transfer","Dog",1,"Less than 3 years",1,3,1,"F"
"736","A677236","Adoption","Dog",1,"Less than a year",1,18,1,"F"
"737","A669142","Transfer","Cat",1,"Less than a year",1,17,0,"M"
"738","A713441","Adoption","Cat",0,"Less than 2 years",1,27,1,"M"
"740","A698794","Adoption","Dog",1,"Less than a year",1,3,1,"F"
"741","A271790","Euthanasia","Dog",1,"Over 3 years",1,26,1,"M"
"742","A682106","Transfer","Dog",0,"Less than a year",1,26,0,"F"
"743","A667035","Adoption","Dog",1,"Less than 2 years",1,27,1,"F"
"744","A698029","Transfer","Dog",0,"Less than a year",0,3,1,"F"
"746","A711920","Transfer","Dog",1,"Less than 2 years",1,28,0,"F"
"747","A718991","Adoption","Dog",1,"Less than a year",1,27,1,"M"
"748","A669173","Adoption","Cat",0,"Less than a year",0,8,1,"M"
"750","A714364","Adoption","Cat",1,"Less than a year",1,5,1,"M"
"751","A714741","Return_to_owner","Dog",1,"Less than 2 years",1,8,0,"F"
"752","A676304","Transfer","Dog",1,"Less than a year",1,3,0,"M"
"753","A669888","Return_to_owner","Dog",1,"Less than 2 years",1,23,1,"M"
"754","A686104","Transfer","Cat",0,"Less than a year",1,17,0,"M"
"756","A688523","Transfer","Cat",1,"Less than a year",1,7,1,"F"
"757","A710538","Adoption","Cat",1,"Less than a year",1,27,1,"F"
"759","A716622","Return_to_owner","Cat",1,"Less than 3 years",1,4,1,"M"
"760","A720428","Adoption","Cat",1,"Less than a year",1,24,1,"F"
"761","A719294","Transfer","Dog",0,"Less than a year",1,27,0,"F"
"763","A692374","Adoption","Dog",1,"Less than a year",1,3,1,"M"
"764","A670333","Return_to_owner","Cat",1,"Less than 3 years",1,5,1,"M"
"765","A680224","Transfer","Cat",1,"Less than a year",1,5,0,"M"
"766","A663623","Adoption","Cat",1,"Less than a year",1,3,1,"M"
"767","A665213","Transfer","Dog",1,"Less than 2 years",0,9,0,"F"
"768","A680156","Adoption","Cat",1,"Less than a year",1,3,1,"F"
"770","A706565","Transfer","Cat",1,"Less than a year",1,3,1,"M"
"771","A706951","Transfer","Dog",1,"Less than 2 years",1,5,1,"M"
"772","A694012","Euthanasia","Dog",1,"Over 3 years",1,3,1,"M"
"774","A664116","Adoption","Dog",1,"Less than a year",1,4,1,"F"
"776","A689583","Transfer","Cat",0,"Less than a year",1,7,0,"F"
"778","A521273","Return_to_owner","Dog",1,"Over 3 years",1,23,1,"F"
"779","A693655","Adoption","Cat",0,"Less than a year",1,5,1,"F"
"781","A649782","Adoption","Dog",1,"Over 3 years",1,4,1,"M"
"783","A661384","Return_to_owner","Dog",1,"Less than a year",1,5,1,"M"
"785","A682994","Adoption","Dog",1,"Over 3 years",1,26,1,"F"
"788","A711718","Euthanasia","Cat",0,"Less than a year",1,4,0,"M"
"789","A695323","Adoption","Dog",1,"Less than a year",1,5,1,"F"
"790","A684585","Transfer","Dog",0,"Less than a year",1,27,1,"M"
"791","A670417","Euthanasia","Dog",1,"Over 3 years",1,4,1,"M"
"792","A686558","Adoption","Dog",1,"Less than 2 years",1,27,1,"M"
"793","A715965","Return_to_owner","Dog",1,"Less than 2 years",1,5,1,"M"
"794","A669406","Transfer","Dog",1,"Less than 2 years",1,5,1,"F"
"795","A673234","Adoption","Dog",1,"Less than 3 years",1,3,1,"M"
"797","A697529","Transfer","Dog",1,"Over 3 years",1,5,1,"F"
"798","A712616","Adoption","Dog",1,"Less than 2 years",1,27,1,"M"
"799","A709165","Transfer","Cat",0,"Less than a year",1,4,0,"M"
"800","A713318","Return_to_owner","Dog",1,"Less than a year",1,27,1,"M"
"801","A709953","Return_to_owner","Dog",1,"Less than 2 years",1,3,1,"F"
"804","A683269","Transfer","Cat",0,"Less than a year",1,7,0,"F"
"805","A675323","Adoption","Cat",1,"Less than a year",0,4,1,"M"
"806","A640789","Euthanasia","Dog",1,"Less than 2 years",1,3,1,"M"
"807","A700861","Transfer","Dog",0,"Less than a year",1,3,0,"F"
"808","A694584","Return_to_owner","Dog",1,"Less than 2 years",1,5,1,"F"
"812","A697260","Transfer","Dog",0,"Less than a year",1,8,0,"M"
"813","A678131","Adoption","Dog",1,"Less than 2 years",1,27,1,"M"
"815","A668898","Return_to_owner","Dog",1,"Over 3 years",1,18,1,"F"
"816","A679505","Adoption","Cat",0,"Less than a year",1,4,1,"M"
"817","A622844","Transfer","Dog",1,"Over 3 years",1,27,1,"F"
"818","A681814","Adoption","Dog",1,"Over 3 years",1,23,1,"F"
"819","A683148","Transfer","Dog",0,"Less than a year",1,3,0,"M"
"820","A681774","Adoption","Cat",0,"Less than a year",1,17,1,"M"
"821","A625640","Return_to_owner","Dog",1,"Less than 2 years",1,26,1,"M"
"823","A714966","Transfer","Cat",1,"Less than a year",1,3,0,"M"
"824","A667732","Return_to_owner","Dog",1,"Less than 2 years",1,5,1,"F"
"826","A689857","Adoption","Cat",0,"Less than a year",1,3,1,"M"
"827","A676996","Transfer","Dog",1,"Less than 3 years",1,26,1,"M"
"829","A717663","Return_to_owner","Dog",1,"Less than 2 years",1,3,1,"M"
"830","A503376","Euthanasia","Dog",1,"Over 3 years",1,18,0,"M"
"831","A690375","Adoption","Dog",1,"Less than a year",1,5,1,"M"
"832","A716821","Return_to_owner","Dog",1,"Over 3 years",1,6,0,"M"
"833","A720081","Transfer","Dog",0,"Less than a year",1,26,0,"M"
"834","A674724","Transfer","Cat",1,"Over 3 years",1,5,1,"F"
"835","A684278","Transfer","Cat",0,"Less than a year",1,17,0,"M"
"836","A715501","Adoption","Cat",1,"Less than a year",1,5,1,"M"
"838","A669506","Transfer","Dog",1,"Less than 2 years",1,26,1,"M"
"839","A690406","Euthanasia","Cat",0,"Over 3 years",1,3,1,"M"
"841","A671155","Transfer","Dog",1,"Less than 2 years",1,27,1,"M"
"844","A681018","Transfer","Dog",1,"Less than a year",1,27,0,"F"
"845","A679408","Transfer","Dog",0,"Less than a year",1,3,0,"F"
"846","A680876","Transfer","Cat",0,"Less than 3 years",0,4,0,"M"
"847","A694393","Adoption","Dog",1,"Over 3 years",1,27,1,"F"
"848","A668566","Adoption","Cat",1,"Less than a year",1,3,1,"M"
"849","A689603","Adoption","Dog",1,"Less than a year",1,8,1,"M"
"850","A704863","Euthanasia","Cat",1,"Less than a year",1,3,0,"M"
"851","A666197","Euthanasia","Dog",1,"Less than 2 years",1,4,1,"M"
"852","A665421","Adoption","Dog",1,"Less than a year",1,27,1,"M"
"853","A670405","Transfer","Dog",1,"Less than 3 years",1,5,0,"M"
"854","A701522","Adoption","Dog",1,"Less than a year",1,27,1,"F"
"856","A698919","Adoption","Dog",1,"Less than a year",1,27,1,"M"
"857","A671558","Return_to_owner","Dog",1,"Less than 2 years",1,23,1,"F"
"860","A715241","Return_to_owner","Dog",1,"Over 3 years",1,5,1,"F"
"861","A665137","Euthanasia","Dog",1,"Less than a year",1,27,1,"M"
"864","A684008","Transfer","Cat",0,"Less than a year",1,5,0,"F"
"865","A679240","Adoption","Dog",1,"Less than a year",1,27,1,"M"
"866","A671950","Return_to_owner","Dog",1,"Over 3 years",1,23,1,"M"
"867","A669264","Adoption","Dog",1,"Less than a year",1,3,1,"M"
"868","A720299","Return_to_owner","Cat",1,"Less than a year",1,4,1,"M"
"869","A691815","Adoption","Dog",1,"Less than 2 years",1,10,1,"F"
"870","A595090","Adoption","Dog",1,"Over 3 years",1,23,1,"M"
"872","A630814","Return_to_owner","Dog",1,"Over 3 years",1,23,1,"M"
"873","A699826","Adoption","Dog",0,"Less than a year",0,5,1,"F"
"874","A692750","Return_to_owner","Dog",1,"Less than a year",1,26,1,"F"
"875","A713030","Transfer","Cat",1,"Less than a year",1,3,0,"F"
"876","A697353","Adoption","Cat",1,"Less than 2 years",1,5,1,"F"
"877","A513770","Return_to_owner","Cat",1,"Over 3 years",1,3,1,"M"
"878","A681473","Transfer","Cat",0,"Less than a year",1,24,0,"F"
"880","A659205","Adoption","Cat",1,"Less than a year",1,3,1,"M"
"881","A676542","Transfer","Dog",0,"Less than a year",1,27,0,"M"
"882","A294132","Return_to_owner","Dog",1,"Over 3 years",1,3,1,"M"
"883","A667378","Adoption","Cat",1,"Less than a year",1,5,1,"M"
"885","A683606","Adoption","Cat",1,"Less than a year",1,5,1,"F"
"888","A675309","Transfer","Cat",0,"Less than a year",1,4,0,"F"
"889","A694404","Adoption","Cat",1,"Less than a year",1,3,1,"F"
"890","A714919","Adoption","Cat",1,"Less than a year",1,14,1,"M"
"892","A715026","Return_to_owner","Dog",1,"Less than a year",1,27,1,"M"
"893","A673061","Return_to_owner","Dog",1,"Less than 3 years",1,27,1,"F"
"894","A678766","Transfer","Dog",0,"Less than a year",0,3,0,"F"
"895","A676528","Adoption","Dog",1,"Over 3 years",1,3,1,"F"
"899","A689021","Transfer","Dog",1,"Less than a year",1,3,1,"M"
"900","A594497","Return_to_owner","Dog",1,"Less than 3 years",1,27,1,"F"
"901","A691804","Return_to_owner","Dog",1,"Less than 2 years",1,3,1,"M"
"902","A710894","Return_to_owner","Dog",1,"Less than 2 years",1,3,1,"F"
"903","A665132","Adoption","Dog",1,"Less than a year",1,5,1,"F"
"904","A677468","Transfer","Cat",1,"Less than a year",1,5,0,"F"
"905","A681469","Adoption","Cat",1,"Less than a year",1,17,1,"M"
"907","A611034","Return_to_owner","Dog",1,"Over 3 years",1,27,1,"F"
"908","A670979","Adoption","Cat",1,"Over 3 years",1,13,1,"M"
"909","A703058","Adoption","Cat",1,"Less than a year",1,5,1,"F"
"910","A650853","Transfer","Dog",1,"Over 3 years",1,3,1,"M"
"913","A702941","Adoption","Cat",1,"Less than a year",1,4,1,"M"
"914","A676031","Transfer","Dog",1,"Over 3 years",1,3,1,"F"
"915","A699435","Adoption","Dog",1,"Less than 2 years",1,26,1,"M"
"920","A688945","Adoption","Dog",1,"Less than a year",1,27,1,"M"
"922","A694537","Return_to_owner","Dog",1,"Over 3 years",0,27,1,"M"
"923","A673252","Return_to_owner","Dog",1,"Less than 2 years",1,3,1,"M"
"924","A713487","Adoption","Cat",1,"Less than a year",1,3,1,"F"
"926","A688826","Transfer","Dog",1,"Over 3 years",1,3,0,"F"
"928","A671426","Adoption","Dog",1,"Less than 3 years",1,23,1,"M"
"929","A683764","Adoption","Cat",1,"Less than a year",1,3,1,"M"
"930","A687404","Transfer","Cat",0,"Less than a year",1,25,0,"F"
"931","A674729","Transfer","Dog",1,"Less than 3 years",1,3,1,"F"
"932","A683992","Died","Dog",0,"Less than a year",1,3,0,"M"
"933","A691503","Adoption","Dog",1,"Less than a year",1,6,1,"F"
"934","A702133","Return_to_owner","Dog",1,"Over 3 years",1,4,1,"M"
"936","A697071","Adoption","Dog",1,"Less than a year",1,3,1,"M"
"938","A667792","Transfer","Dog",0,"Less than 2 years",1,3,1,"F"
"940","A715488","Transfer","Dog",0,"Less than a year",1,5,0,"M"
"941","A669131","Adoption","Dog",1,"Less than 2 years",1,3,1,"M"
"942","A717554","Adoption","Dog",1,"Over 3 years",1,23,1,"M"
"944","A656510","Adoption","Cat",1,"Over 3 years",1,3,1,"M"
"945","A691170","Adoption","Cat",1,"Less than a year",1,9,1,"M"
"947","A667606","Adoption","Cat",1,"Less than a year",1,24,1,"F"
"948","A665066","Adoption","Dog",1,"Over 3 years",1,3,1,"F"
"949","A676339","Adoption","Cat",1,"Less than a year",1,5,1,"M"
"951","A674674","Transfer","Cat",0,"Less than a year",1,5,0,"M"
"953","A692470","Transfer","Dog",0,"Less than a year",1,27,1,"F"
"954","A714466","Adoption","Cat",1,"Less than a year",1,3,1,"M"
"955","A705975","Adoption","Cat",1,"Less than a year",1,3,1,"F"
